Id,Offset,Name,TipMessage,Comment,NameByCN,NameByEN,NameByVI
161,22660,工位1上视觉复检成品反馈超时1,,,工位1上视觉复检成品反馈超时1,Vision reinspection finished product feedback timeout on workstation 1,Tr?c 2_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn g?c
162,22661,工位1上视觉复检成品反馈超时2,,,工位1上视觉复检成品反馈超时2,Vision reinspection finished product feedback on workstation 1 timed out by 2,Tr?c 2_Xylanh ??nh v? 3-B?t th??ng kích ho?t ?i?u ki?n an toàn v? trí làm vi?c
163,22662,工位2上视觉拍标签引导反馈超时,,,工位2上视觉拍标签引导反馈超时,Vision label guidance feedback timeout on workstation 2,Tr?c 2_Xylanh ??nh v? 3_?ang khóa liên ??ng tay-t? ??ng
164,22663,工位2下视觉拍标签反馈超时,,,工位2下视觉拍标签反馈超时,Vision system at workstation 2 times out when capturing label feedback,M?t khu?n sau xe t?i 1_Chan kh?ng - C?nh báo áp su?t am
165,22664,工位2上视觉拍产品引导标签反馈超时,,,工位2上视觉拍产品引导标签反馈超时,Vision system on workstation 2 timed out while feeding back the product guide label,"M?t khu?n sau xe t?i 1_Chan kh?ng - C?nh báo c?m phá chan kh?ng, th?ng báo"
166,22665,工位2上视觉标签复检1反馈超时,,,工位2上视觉标签复检1反馈超时,Visual tag reinspection 1 on workstation 2 feedback timeout,M?t khu?n sau xe t?i 1_Chan kh?ng - ?ang khóa liên ??ng tay-t? ??ng
167,22666,工位2上视觉标签复检2反馈超时,,,工位2上视觉标签复检2反馈超时,Visual label reinspection 2 feedback timeout on workstation 2,M?t khu?n tr??c xe t?i 1_Chan kh?ng - C?nh báo áp su?t am
168,22667,工位2上视觉拍飞达膜引导取模反馈超时,,,工位2上视觉拍飞达膜引导取模反馈超时,Timeout feedback for visionguided mold taking at station 2,"M?t khu?n tr??c xe t?i 1_Chan kh?ng - C?nh báo c?m phá chan kh?ng, th?ng báo"
169,22668,工位2下视觉拍膜反馈超时,,,工位2下视觉拍膜反馈超时,Visual film taking feedback timed out at workstation 2,M?t khu?n tr??c xe t?i 1_Chan kh?ng - ?ang khóa liên ??ng tay-t? ??ng
170,22669,工位2上视觉拍产品引导贴膜反馈超时,,,工位2上视觉拍产品引导贴膜反馈超时,Workstation 2: Visual inspection of product application guides timed out.,M?t khu?n tr??c xe t?i 2_Chan kh?ng - C?nh báo áp su?t am
171,22670,工位2上视觉复检成品反馈超时1,,,工位2上视觉复检成品反馈超时1,Workstation 2 visual inspection of finished product feedback timeout 1,"M?t khu?n tr??c xe t?i 2_Chan kh?ng - C?nh báo c?m phá chan kh?ng, th?ng báo"
172,22671,工位2上视觉复检成品反馈超时2,,,工位2上视觉复检成品反馈超时2,Workstation 2 visual inspection of finished product feedback timeout 2,M?t khu?n tr??c xe t?i 2_Chan kh?ng - ?ang khóa liên ??ng tay-t? ??ng
